nombre,codigo_chilemat,codigo_interno,codigo_barra,precio_compra,precio_venta,precio_mayoreo,unidad_compra,unidad_venta,factor_conversion,stock,categoria,subcategoria,ubicacion_pasillo,ubicacion_estante,ubicacion_nivel
ESMALTE SINTETICO PAJARITO NEGRO 200CC (SOQUINA),20009516,CHM-20009516,PEND-20009516,1194.76,,,unidad,unidad,1.0,0,Pinturas,Aplicacion,,,
ESM SINT PAJ GRIS MAQUINA (SOQUINA),20009601,CHM-20009601,PEND-20009601,18577.012,,,galon,galon,1.0,0,General,Otros,,,
ESM SINT PAJ GRIS PERLA (SOQUINA),20009701,CHM-20009701,PEND-20009701,18577.012,,,galon,galon,1.0,0,General,Otros,,,
ESM SINT PAJ ALUMINIO (SOQUINA),20009801,CHM-20009801,PEND-20009801,18577.012,,,galon,galon,1.0,0,General,Otros,,,
LATEX CONSTRUCTOR BLANCO GL (SOQUINA),20010601,CHM-20010601,PEND-20010601,3868.412,,,galon,galon,1.0,0,General,Otros,,,
LATEX CONSTRUCTOR BLANCO 4GL (SOQUINA),20010630,CHM-20010630,PEND-20010630,11897.4,,,tineta 4 galone,tineta 4 galone,1.0,0,General,Otros,,,
LATEX CONSTRUCTOR CREMA,20010901,CHM-20010901,PEND-20010901,3247.94,,,galon,galon,1.0,0,General,Otros,,,
LATEX CONSTRUCTOR DAMASCO,20011301,CHM-20011301,PEND-20011301,3868.412,,,galon,galon,1.0,0,General,Otros,,,
LATEX CONSTRUCTOR CALIPSO,20011701,CHM-20011701,PEND-20011701,3247.94,,,galon,galon,1.0,0,Construccion,Materiales,,,
"DESAGUE LAVATORIO 1 1/4"" CON TAPON",20012,CHM-20012,PEND-20012,1732.904,,,unidad,unidad,1.0,0,General,Otros,,,
"SMART PANEL 11,1MM R8 V BLANCO",2001224111,CHM-2001224111,PEND-2001224111,23841.988,,,unidad,unidad,1.0,0,General,Otros,,,
OLEO SINTETICO CONSTRUCTOR LADRILLO (SOQUINA),20016001,CHM-20016001,PEND-20016001,13030.916,,,galon,galon,1.0,0,Construccion,Materiales,,,
OLEO SINTETICO CONSTRUCTOR LADRILLO (SOQUINA),20016004,CHM-20016004,PEND-20016004,3692.712,,,1/4 galon,1/4 galon,1.0,0,Construccion,Materiales,,,
OLEO SINT. CONSTRUCTOR BLANCO GL (SOQUINA),20016101,CHM-20016101,PEND-20016101,15179.476,,,galon,galon,1.0,0,General,Otros,,,
OLEO SINT. CONSTRUCTOR BLANCO 1/4 (SOQUINA),20016104,CHM-20016104,PEND-20016104,4301.136,,,litro,litro,1.0,0,General,Otros,,,
OLEO SINT. CONSTRUCTOR BCO INV GL (SOQUINA),20016201,CHM-20016201,PEND-20016201,15179.476,,,galon,galon,1.0,0,General,Otros,,,
OLEO SINT. CONSTRUCTOR BCO INV 1/4 (SOQUINA),20016204,CHM-20016204,PEND-20016204,4301.136,,,litro,litro,1.0,0,General,Otros,,,
OLEO SINT. CONSTRUCTOR BCO OSTRA GL (SOQUINA),20016301,CHM-20016301,PEND-20016301,15179.476,,,galon,galon,1.0,0,General,Otros,,,
OLEO SINTETICO CONSTRUCTOR AMARILLO REY (SOQUINA),20016401,CHM-20016401,PEND-20016401,11954.628,,,galon,galon,1.0,0,General,Otros,,,
OLEO SINT. CONSTRUCTOR AMAR REY 1/4 (SOQUINA),20016404,CHM-20016404,PEND-20016404,4301.136,,,litro,litro,1.0,0,General,Otros,,,
OLEO SINTETICO CONSTRUCTOR CREMA (SOQUINA),20016501,CHM-20016501,PEND-20016501,13030.916,,,galon,galon,1.0,0,General,Otros,,,
OLEO SINTETICO CONSTRUCTOR MARFIL (SOQUINA),20016601,CHM-20016601,PEND-20016601,11954.628,,,galon,galon,1.0,0,General,Otros,,,
OLEO SINT. CONSTRUCTOR MARFIL 1/4 (SOQUINA),20016604,CHM-20016604,PEND-20016604,4301.136,,,litro,litro,1.0,0,General,Otros,,,
OLEO SINTETICO CONSTRUCTOR AZUL (SOQUINA),20016701,CHM-20016701,PEND-20016701,15179.476,,,galon,galon,1.0,0,General,Otros,,,
OLEO SINT. CONSTRUCTOR AZUL 1/4 (SOQUINA),20016704,CHM-20016704,PEND-20016704,4301.136,,,litro,litro,1.0,0,General,Otros,,,
OLEO SINTETICO CONSTRUCTOR AZUL MEDIANO (SOQUINA),20016801,CHM-20016801,PEND-20016801,15179.476,,,galon,galon,1.0,0,General,Otros,,,
OLEO SINT. CONSTRUCTOR AZUL MED 1/4 (SOQUINA),20016804,CHM-20016804,PEND-20016804,4301.136,,,litro,litro,1.0,0,General,Otros,,,
OLEO SINT. CONSTRUCTOR CELESTE GL (SOQUINA),20016901,CHM-20016901,PEND-20016901,15179.476,,,galon,galon,1.0,0,General,Otros,,,
OLEO SINT. CONSTRUCTOR CELESTE 1/4 (SOQUINA),20016904,CHM-20016904,PEND-20016904,4301.136,,,litro,litro,1.0,0,General,Otros,,,
OLEO SINTETICO CONSTRUCTOR CAFE MORO (SOQUINA),20017101,CHM-20017101,PEND-20017101,13030.916,,,galon,galon,1.0,0,General,Otros,,,
OLEO SINTETICO CONSTRUCTOR CAFE MORO (SOQUINA),20017104,CHM-20017104,PEND-20017104,3906.564,,,1/4 galon,1/4 galon,1.0,0,General,Otros,,,
OLEO SINTETICO CONSTRUCTOR NARANJA (SOQUINA),20017301,CHM-20017301,PEND-20017301,15179.476,,,galon,galon,1.0,0,General,Otros,,,
OLEO SINT. CONSTRUCTOR NARANJA 1/4 (SOQUINA),20017304,CHM-20017304,PEND-20017304,4301.136,,,litro,litro,1.0,0,General,Otros,,,
OLEO SINTETICO CONSTRUCTOR BERMELLON (SOQUINA),20017501,CHM-20017501,PEND-20017501,15179.476,,,galon,galon,1.0,0,General,Otros,,,
OLEO SINTETICO CONSTRUCTOR BERMELLON (SOQUINA),20017504,CHM-20017504,PEND-20017504,3692.712,,,1/4 galon,1/4 galon,1.0,0,General,Otros,,,
OLEO SINTETICO CONSTRUCTOR DAMASCO (SOQUINA),20017701,CHM-20017701,PEND-20017701,11954.628,,,galon,galon,1.0,0,General,Otros,,,
OLEO SINT. CONSTRUCTOR VDE CLARO1/4 (SOQUINA),20017804,CHM-20017804,PEND-20017804,4301.136,,,litro,litro,1.0,0,General,Otros,,,
OLEO SINTETICO CONSTRUCTOR CALIPSO (SOQUINA),20017901,CHM-20017901,PEND-20017901,13030.916,,,galon,galon,1.0,0,Construccion,Materiales,,,
OLEO SINT. CONSTRUCTOR CALIPSO 1/4 (SOQUINA),20017904,CHM-20017904,PEND-20017904,4301.136,,,litro,litro,1.0,0,Construccion,Materiales,,,
"SIFON REGIO 1 1/4"" SAL./ CURVA STANDARD",20018,CHM-20018,PEND-20018,2111.412,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
OLEO SINTETICO CONSTRUCTOR NEGRO (SOQUINA),20018001,CHM-20018001,PEND-20018001,15179.476,,,galon,galon,1.0,0,General,Otros,,,
OLEO SINTETICO CONSTRUCTOR NEGRO (SOQUINA),20018004,CHM-20018004,PEND-20018004,3692.712,,,1/4 galon,1/4 galon,1.0,0,General,Otros,,,
OLEO SINT. CONSTRUCTOR GRIS PER GL (SOQUINA),20018101,CHM-20018101,PEND-20018101,15179.476,,,galon,galon,1.0,0,General,Otros,,,
OLEO SINT. CONSTRUCTOR GRIS PER 1/4 (SOQUINA),20018104,CHM-20018104,PEND-20018104,4301.136,,,litro,litro,1.0,0,General,Otros,,,
ESMALTE AL AGUA BLANCO (SOQUINA),20026901,CHM-20026901,PEND-20026901,16152.352,,,galon,galon,1.0,0,Pinturas,Aplicacion,,,
ESM AGUA PAJARITO BLANCO 1/4 (SOQUINA),20026904,CHM-20026904,PEND-20026904,4546.112,,,litro,litro,1.0,0,General,Otros,,,
ESMALTE AL AGUA BLANCO,20026905,CHM-20026905,PEND-20026905,70397.468,,,tineta,tineta,1.0,0,Pinturas,Aplicacion,,,
ELECTRODO E308L 3/32 (DISPLAY 3 BARRAS),2002917,CHM-2002917,PEND-2002917,30506.54,,,bolsa 10 u.,bolsa 10 u.,1.0,0,General,Otros,,,
ELECTRODO ALUM 43 3/32 (DISPLAY 3 BARRAS),2002921,CHM-2002921,PEND-2002921,33777.572,,,bolsa 10 u.,bolsa 10 u.,1.0,0,General,Otros,,,
EQUIPO PINTAR ELEC DP001 600W 200L-MIN FLOWMAK,200300,CHM-200300,PEND-200300,77516.35008,,,unidad,unidad,1.0,0,General,Otros,,,
ARENA DE CUARZO GRUESA SACO X 20 K,20030031,CHM-20030031,PEND-20030031,8358.3,,,1,1,1.0,0,General,Otros,,,
ARENA DE CUARZO FINA SACO X 20 K,20030032,CHM-20030032,PEND-20030032,7906.5,,,1,1,1.0,0,General,Otros,,,
PASTA MURO PM-15 (SOQUINA),20030599,CHM-20030599,PEND-20030599,570.272,,,1 kilo,1 kilo,1.0,0,General,Otros,,,
"SIKAFLEX 11FC BL, CAJA 12 CARTUCHOS (SANTIAGO)",2003876,CHM-2003876,PEND-2003876,85062.896,,,caja,caja,1.0,0,General,Otros,,,
"TRAMPA - SIFON MULTIUSO TIPO S Y P 1 1/2"" - 11/4""",20043,CHM-20043,PEND-20043,2491.928,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
ELECTRODO E316L 3/32 (3 VARILLAS),2004301,CHM-2004301,PEND-2004301,34878.96,,,bolsa 10 u.,bolsa 10 u.,1.0,0,General,Otros,,,
ELECTRODO SOLWELD E-6011 3/32 (ENVASADO 5KG),2004433,CHM-2004433,PEND-2004433,185579.36,,,caja,caja,1.0,0,General,Otros,,,
ELECTRODO SOLWELD E-6011 1/8 (ENVASADO 5KG),2004434,CHM-2004434,PEND-2004434,172627.76,,,caja,caja,1.0,0,General,Otros,,,
ELECTRODO SOLWELD E-6011 3/32 (ENVASADO 1KG),2004631,CHM-2004631,PEND-2004631,204128.26,,,caja,caja,1.0,0,General,Otros,,,
ELECTRODO 6011 1/8 (1KG) (CAJA 20KG),2004662,CHM-2004662,PEND-2004662,188414.656,,,caja,caja,1.0,0,General,Otros,,,
ELECTRODO 6011 3/32 (1KG) (CAJA 20KG),2004664,CHM-2004664,PEND-2004664,86858.048,,,CAJA,CAJA,1.0,0,General,Otros,,,
ELECTRODO PUNTO VERDE 3/32 (1KG)(CAJA 20KG),2004665,CHM-2004665,PEND-2004665,202319.052,,,caja,caja,1.0,0,General,Otros,,,
"ELECTRODO MYH AC-1 3/32"" (ENV.1KG) 20K",2004738,CHM-2004738,PEND-2004738,193751.92,,,caja,caja,1.0,0,General,Otros,,,
"ELECTRODO MYH AC-1 1/8"" (ENV.1KG) 20KG",2004740,CHM-2004740,PEND-2004740,180222.016,,,caja,caja,1.0,0,General,Otros,,,
SIKAFLEX 11 FC COLOR GRIS CAJA CON 12 CART. 300 ML (SANTIAGO),2004876,CHM-2004876,PEND-2004876,85062.896,,,caja,caja,1.0,0,General,Otros,,,
ESM AGUA PAJARITO DURAZNO GL (SOQUINA),20060301,CHM-20060301,PEND-20060301,16152.352,,,galon,galon,1.0,0,General,Otros,,,
ESM AGUA PAJARITO VAINILLA GL (SOQUINA),20060401,CHM-20060401,PEND-20060401,16152.352,,,galon,galon,1.0,0,General,Otros,,,
ESM AGUA PAJARITO DAMASCO GL,20061301,CHM-20061301,PEND-20061301,16152.352,,,galon,galon,1.0,0,General,Otros,,,
ESM AGUA PAJARITO CELESTE GL (SOQUINA),20061501,CHM-20061501,PEND-20061501,16152.352,,,galon,galon,1.0,0,General,Otros,,,
ESM AGUA PAJARITO BLANCO HUESO GL (SOQUINA),20061701,CHM-20061701,PEND-20061701,16152.352,,,galon,galon,1.0,0,General,Otros,,,
ESMALTE AL AGUA ROJO COLONIAL (SOQUINA),20061801,CHM-20061801,PEND-20061801,12365.264,,,galon,galon,1.0,0,Pinturas,Aplicacion,,,
ESM AGUA PAJARITO OCRE-ORO GL (SOQUINA),20062301,CHM-20062301,PEND-20062301,16152.352,,,galon,galon,1.0,0,General,Otros,,,
BARNIZ MARINO NATURAL (SOQUINA),20083401,CHM-20083401,PEND-20083401,14132.304,,,galon,galon,1.0,0,General,Otros,,,
BARNIZ MARINO NATURAL (SOQUINA),20083404,CHM-20083404,PEND-20083404,3067.22,,,1/4 galon,1/4 galon,1.0,0,General,Otros,,,
BARNIZ MARINO ALERCE (SOQUINA),20084101,CHM-20084101,PEND-20084101,10926.532,,,galon,galon,1.0,0,General,Otros,,,
BARNIZ MARINO ALERCE (SOQUINA),20084104,CHM-20084104,PEND-20084104,3966.804,,,litro,litro,1.0,0,General,Otros,,,
BARNIZ MARINO CAOBA (SOQUINA),20084201,CHM-20084201,PEND-20084201,11909.448,,,galon,galon,1.0,0,General,Otros,,,
BARNIZ MARINO CAOBA (SOQUINA),20084204,CHM-20084204,PEND-20084204,3966.804,,,Litro,Litro,1.0,0,General,Otros,,,
BARNIZ MARINO LADRILLO (SOQUINA),20084301,CHM-20084301,PEND-20084301,14132.304,,,galon,galon,1.0,0,Construccion,Materiales,,,
BARNIZ MARINO LADRILLO (SOQUINA),20084304,CHM-20084304,PEND-20084304,3966.804,,,litro,litro,1.0,0,Construccion,Materiales,,,
BARNIZ MARINO ROBLE (SOQUINA),20084401,CHM-20084401,PEND-20084401,11909.448,,,galon,galon,1.0,0,General,Otros,,,
BARNIZ MARINO ROBLE (SOQUINA),20084404,CHM-20084404,PEND-20084404,3067.22,,,1/4 galon,1/4 galon,1.0,0,General,Otros,,,
BARNIZ MARINO RAULI (SOQUINA),20084601,CHM-20084601,PEND-20084601,10926.532,,,galon,galon,1.0,0,General,Otros,,,
BARNIZ MARINO RAULI (SOQUINA),20084604,CHM-20084604,PEND-20084604,3966.804,,,litro,litro,1.0,0,General,Otros,,,
BARNIZ MARINO COIGUE (SOQUINA),20084701,CHM-20084701,PEND-20084701,14132.304,,,galon,galon,1.0,0,General,Otros,,,
BARNIZ MARINO COIGUE (SOQUINA),20084704,CHM-20084704,PEND-20084704,3966.804,,,litro,litro,1.0,0,General,Otros,,,
BARNIZ MARINO MAPLE GL (SOQUINA),20084901,CHM-20084901,PEND-20084901,14132.304,,,galon,galon,1.0,0,General,Otros,,,
BARNIZ MARINO MAPLE (SOQUINA),20084904,CHM-20084904,PEND-20084904,3067.22,,,1/4 galon,1/4 galon,1.0,0,General,Otros,,,
"GENERADOR GASOLINA 2,2 KW  P/MANUAL MOTOR DE 6,5HP",201-003C,CHM-201-003C,PEND-201-003C,430716.0,,,unidad,unidad,1.0,0,General,Otros,,,
GENERADOR GASOLINA 2.8 KW. PART. MANUAL MOD TG3800CX1J,201-005C,CHM-201-005C,PEND-201-005C,511036.0,,,unidad,unidad,1.0,0,General,Otros,,,
PASTA INDEPP P/SOLDAR LATA 50 GRS.,201-01,CHM-201-01,PEND-201-01,612.44,,,unidad,unidad,1.0,0,General,Otros,,,
PASTA INDEPP P/SOLDAR LATA 100 GRS.,201-02,CHM-201-02,PEND-201-02,983.92,,,unidad,unidad,1.0,0,General,Otros,,,
ESPACIADOR CERAMICA 2MMBLANCO BOLSA 200UN,2010120001050,CHM-2010120001050,PEND-2010120001050,655.612,,,unidad,unidad,1.0,0,General,Otros,,,
ESPACIADOR CERAMICA 3MMBLANCO BOLSA 200UN,2010120003050,CHM-2010120003050,PEND-2010120003050,888.54,,,unidad,unidad,1.0,0,General,Otros,,,
ESPACIADOR CERAMICA 5MMBLANCO BOLSA 200UN,2010120005050,CHM-2010120005050,PEND-2010120005050,1362.428,,,unidad,unidad,1.0,0,General,Otros,,,
"CODO SANITARIO GRIS 40 X 87,5°",20106,CHM-20106,PEND-20106,262.044,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"MOTOR ELECT FLOWMAK 1,0HP 220V 4P 1330RPM",201110,CHM-201110,PEND-201110,186297.60152,,,unidad,unidad,1.0,0,General,Otros,,,
CELOSIA VENTILACION PLANA 20 X 20 BLANCO CAJA 50U,2011100020050,CHM-2011100020050,PEND-2011100020050,38586.732,,,unidad,unidad,1.0,0,General,Otros,,,
CELOSIA VENT. PLANA23 X 23 CM BCO CAJA 50U,2011100022050,CHM-2011100022050,PEND-2011100022050,66527.048,,,caja,caja,1.0,0,General,Otros,,,
CELOSIA VENT. PLANA30X30CM BCO CAJA 50UN,2011100026050,CHM-2011100026050,PEND-2011100026050,113096.584,,,caja,caja,1.0,0,General,Otros,,,
COPLA PVC CEM 20 MM,20128,CHM-20128,PEND-20128,79.316,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"TERMINAL PVC HE CEM 20 X 1/2""",20129,CHM-20129,PEND-20129,94.376,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"TERMINAL PVC HI CEM 20 X 1/2""",20130,CHM-20130,PEND-20130,108.432,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"MOTOR ELECT FLOWMAK 0,75HP 220V 4P 1330RPM",201313,CHM-201313,PEND-201313,178769.60952,,,unidad,unidad,1.0,0,General,Otros,,,
CODO PVC 20 MM 90º CEM,20132,CHM-20132,PEND-20132,110.44,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"BUJE REDUCCION (BUSHING) 1"" X 3/4""",20135,CHM-20135,PEND-20135,278.108,,,unidad,unidad,1.0,0,General,Otros,,,
TEE PVC CEM 25 MM,20144,CHM-20144,PEND-20144,241.964,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
ESM SINT PAJ BERMELLON (SOQUINA),20145401,CHM-20145401,PEND-20145401,18577.012,,,galon,galon,1.0,0,General,Otros,,,
BUJE CORTO 25 X 20,20146,CHM-20146,PEND-20146,52.208,,,unidad,unidad,1.0,0,General,Otros,,,
CODO PVC 32 MM 90º CEM,20149,CHM-20149,PEND-20149,241.964,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
TEE PVC CEM 32 MM,20150,CHM-20150,PEND-20150,275.096,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"TERMINAL PVC HE CEM 32 X 1""",20151,CHM-20151,PEND-20151,182.728,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
BUJE CORTO 32 X 25,20154,CHM-20154,PEND-20154,87.348,,,unidad,unidad,1.0,0,General,Otros,,,
ESMERIL ANGULAR 4.5''18V C-BATERIA 4.0AH+CARGADO,201580,CHM-201580,PEND-201580,156548.7,,,c/u,c/u,1.0,0,Herramientas,Discos y Corte,,,
CODO PVC 50 MM 90º CEM,20160,CHM-20160,PEND-20160,618.464,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
TEE PVC CEM 50 MM,20165,CHM-20165,PEND-20165,949.784,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
ABRAZADERA HIDRAULICA 25 MM,20169,CHM-20169,PEND-20169,134.536,,,unidad,unidad,1.0,0,General,Otros,,,
TEE PVC CEM 63 MM,20174,CHM-20174,PEND-20174,3189.708,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"UNION DOBLE 3/4"" PP",20185,CHM-20185,PEND-20185,239.956,,,unidad,unidad,1.0,0,General,Otros,,,
"UNION DOBLE 1"" PP",20186,CHM-20186,PEND-20186,415.656,,,unidad,unidad,1.0,0,General,Otros,,,
"UNION DOBLE 1 1/2"" PP",20188,CHM-20188,PEND-20188,740.952,,,unidad,unidad,1.0,0,General,Otros,,,
"UNION DOBLE 2"" PP",20189,CHM-20189,PEND-20189,1263.032,,,unidad,unidad,1.0,0,General,Otros,,,
"TERMINAL HE 1/2"" PP",20191,CHM-20191,PEND-20191,121.484,,,unidad,unidad,1.0,0,General,Otros,,,
"TERMINAL HE 3/4"" PP",20192,CHM-20192,PEND-20192,191.764,,,unidad,unidad,1.0,0,General,Otros,,,
"TERMINAL HE 1"" PP",20193,CHM-20193,PEND-20193,316.26,,,unidad,unidad,1.0,0,General,Otros,,,
LATEX CONSTRUCTOR CELESTE AGUA GL (SOQUINA),20193901,CHM-20193901,PEND-20193901,3868.412,,,galon,galon,1.0,0,General,Otros,,,
OLEO SINT. CONSTRUCTOR OCRE GL (SOQUINA),20194201,CHM-20194201,PEND-20194201,13662.432,,,galon,galon,1.0,0,General,Otros,,,
OLEO SINT. CONSTRUCTOR OCRE 1/4 (SOQUINA),20194204,CHM-20194204,PEND-20194204,4301.136,,,litro,litro,1.0,0,General,Otros,,,
OLEO SINT. CONSTRUCTOR ROBLE GL (SOQUINA),20194301,CHM-20194301,PEND-20194301,15179.476,,,galon,galon,1.0,0,General,Otros,,,
OLEO SINTETICO CONSTRUCTOR ROBLE (SOQUINA),20194301,CHM-20194301,PEND-20194301,15179.476,,,galon,galon,1.0,0,General,Otros,,,
OLEO SINT. CONSTRUCTOR ROBLE 1/4 (SOQUINA),20194304,CHM-20194304,PEND-20194304,4301.136,,,litro,litro,1.0,0,General,Otros,,,
OLEO SINT. CONSTRUCTOR VDE TREB GL (SOQUINA),20194401,CHM-20194401,PEND-20194401,15179.476,,,galon,galon,1.0,0,General,Otros,,,
OLEO SINT. CONSTRUCTOR VDE TREB 1/4 (SOQUINA),20194404,CHM-20194404,PEND-20194404,4301.136,,,litro,litro,1.0,0,General,Otros,,,
"TERMINAL HE 2"" PP",20196,CHM-20196,PEND-20196,794.164,,,unidad,unidad,1.0,0,General,Otros,,,
"TERMINAL HI 1/2"" PP",20197,CHM-20197,PEND-20197,155.62,,,unidad,unidad,1.0,0,General,Otros,,,
FLEXIBLE 1.5MTS METAL CROMO,202-90,CHM-202-90,PEND-202-90,2288.116,,,unidad,unidad,1.0,0,General,Otros,,,
"TERMINAL HI 1 1/2"" PP",20201,CHM-20201,PEND-20201,1397.568,,,unidad,unidad,1.0,0,General,Otros,,,
"TERMINAL HI 2"" PP",20202,CHM-20202,PEND-20202,1889.528,,,unidad,unidad,1.0,0,General,Otros,,,
"TEE 1/2"" PP",20203,CHM-20203,PEND-20203,162.648,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"TEE 3/4"" PP",20204,CHM-20204,PEND-20204,411.64,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"TEE 1"" PP",20205,CHM-20205,PEND-20205,639.548,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"CODOS 1"" PP",20210,CHM-20210,PEND-20210,547.18,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"CODOS 1 1/2"" PP",20212,CHM-20212,PEND-20212,1342.348,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"REDUCCION 3/4"" X 1/2"" PP",20214,CHM-20214,PEND-20214,197.788,,,unidad,unidad,1.0,0,General,Otros,,,
"REDUCCION 1 1/4"" X 1"" PP",20216,CHM-20216,PEND-20216,639.548,,,unidad,unidad,1.0,0,General,Otros,,,
"REDUCCION 1 1/2"" X 1 1/4"" PP",20217,CHM-20217,PEND-20217,984.924,,,unidad,unidad,1.0,0,General,Otros,,,
"TEE REDUCCION 3/4"" X 1/2"" PP",20219,CHM-20219,PEND-20219,514.048,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"TEE REDUCCION 1"" X 1/2"" PP",20220,CHM-20220,PEND-20220,673.684,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
BOMBAS SUMERGIBLE 3SDM1/22-0.55 - EDR,202204,CHM-202204,PEND-202204,132979.8,,,unidad,unidad,1.0,0,General,Otros,,,
BOMBAS SUMERGIBLE 3SDM1/30-0.75 - EDR,202206,CHM-202206,PEND-202206,156875.0,,,unidad,unidad,1.0,0,General,Otros,,,
"TEE REDUCCION 1"" X 3/4"" PP",20221,CHM-20221,PEND-20221,728.904,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"CODO 1/2"" PP",20225,CHM-20225,PEND-20225,125.5,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"REDUCCION 2"" X 1 1/2"" PP",20226,CHM-20226,PEND-20226,1621.46,,,unidad,unidad,1.0,0,General,Otros,,,
ADHESIVO TRADICIONAL 240 CC CAJA 24 UNDS.,2025678,CHM-2025678,PEND-2025678,97482.06476,,,caja,caja,1.0,0,General,Otros,,,
ADHESIVO HUMEDAD 240 CC CAJA 24 UNDS.,2025679,CHM-2025679,PEND-2025679,100394.478,,,caja,caja,1.0,0,General,Otros,,,
RUEDA DVP MOLDAJE 20 NEGRO BOLSA 500UN,2027100010950,CHM-2027100010950,PEND-2027100010950,5197.708,,,unidad,unidad,1.0,0,General,Otros,,,
TUBO BAJADA D 80X3M P25 BLANCO,2028228,CHM-2028228,PEND-2028228,6182.632,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
CANALETA LARGO 4 M P25 BLANCO,2028229,CHM-2028229,PEND-2028229,9364.308,,,unidad,unidad,1.0,0,General,Otros,,,
ADHESIVO NORMAL POMO 25CC (50 UND X CJA),2028750,CHM-2028750,PEND-2028750,36801.369,,,caja,caja,1.0,0,General,Otros,,,
ADHESIVO NORMAL POMO 60CC (50 UND X CJA),2028751,CHM-2028751,PEND-2028751,65019.66248,,,caja,caja,1.0,0,General,Otros,,,
BAJADA CEMENTAR P25 BLANCO,2028869,CHM-2028869,PEND-2028869,3924.636,,,unidad,unidad,1.0,0,General,Otros,,,
"CODO 87,5° M - H P25 BLANCO",2028871,CHM-2028871,PEND-2028871,1634.512,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
GANCHO TRADICIONAL P25 BLANCO,2028873,CHM-2028873,PEND-2028873,1069.26,,,unidad,unidad,1.0,0,General,Otros,,,
TAPA CANALETA UNIVERSAL P25 BLANCO,2028875,CHM-2028875,PEND-2028875,996.972,,,unidad,unidad,1.0,0,General,Otros,,,
UNION CANALETA P25 BLANCO,2028876,CHM-2028876,PEND-2028876,1167.652,,,unidad,unidad,1.0,0,General,Otros,,,
"FLEXIBLE AGUA METAL 1,75MTS",203-90,CHM-203-90,PEND-203-90,3493.92,,,unidad,unidad,1.0,0,General,Otros,,,
"CANOA LED DOBLE C/ DOSTUBOS T8 2X18W 1,2M 6.000K OPAL",203005173,CHM-203005173,PEND-203005173,3792.108,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"DESAGUE 1,1/2"" LAVAPLATOS CON COLA",20305,CHM-20305,PEND-20305,1745.956,,,unidad,unidad,1.0,0,General,Otros,,,
"DESAGUE 1,1/2"" LAVAPLATOS CON COLA",20305,CHM-20305,PEND-20305,1745.956,,,unidad,unidad,1.0,0,General,Otros,,,
ESM AGUA CONSTRUCTOR BLANCO GL (SOQUINA),20310801,CHM-20310801,PEND-20310801,15228.672,,,galon,galon,1.0,0,General,Otros,,,
ESM AGUA CONSTRUCTOR MARFIL GL,20310901,CHM-20310901,PEND-20310901,15228.672,,,galon,galon,1.0,0,General,Otros,,,
ESM AGUA CONSTRUCTOR MELON GL,20311201,CHM-20311201,PEND-20311201,15228.672,,,galon,galon,1.0,0,General,Otros,,,
ESMALTE AL AGUA CONSTRUCTOR ROJO COLONIAL,20311301,CHM-20311301,PEND-20311301,11530.94,,,galon,galon,1.0,0,Pinturas,Aplicacion,,,
TORNILLO SOBERBIO 3/16X2'',203573002,CHM-203573002,PEND-203573002,3915.6,,,ct,ct,1.0,0,Ferreteria,Fijaciones,,,
ANTICORROSIVO GRIS PERLA (SOQUINA),20360001,CHM-20360001,PEND-20360001,11238.776,,,galon,galon,1.0,0,General,Otros,,,
